[0.000001] 19(name=0, level=0) initalization
[0.000016] 26(name=0, level=0) sending connect to 0 with level=0
[0.000016] 28(name=0, level=0) sending connect to 46 with level=0
[0.000016] 36(name=0, level=0) sending connect to 64 with level=0
[0.000016] 58(name=0, level=0) sending connect to 0 with level=0
[0.000016] 72(name=0, level=0) sending connect to 95 with level=0
[0.000016] 74(name=0, level=0) sending connect to 0 with level=0
[0.000016] 41(name=0, level=0) sending connect to 1 with level=0
[0.000016] 96(name=0, level=0) sending connect to 0 with level=0
[0.000016] 5(name=0, level=0) sending connect to 0 with level=0
[0.000016] 32(name=0, level=0) sending connect to 0 with level=0
[0.000016] 34(name=0, level=0) sending connect to 92 with level=0
[0.000016] 83(name=0, level=0) sending connect to 77 with level=0
[0.000016] 99(name=0, level=0) sending connect to 89 with level=0
[0.000016] 7(name=0, level=0) sending connect to 0 with level=0
[0.000016] 23(name=0, level=0) sending connect to 1 with level=0
[0.000017] 45(name=0, level=0) sending connect to 62 with level=0
[0.000017] 33(name=0, level=0) sending connect to 84 with level=0
[0.000017] 75(name=0, level=0) sending connect to 0 with level=0
[0.000017] 81(name=0, level=0) sending connect to 71 with level=0
[0.000017] 1(name=0, level=0) sending connect to 0 with level=0
[0.000017] 30(name=0, level=0) sending connect to 1 with level=0
[0.000017] 52(name=0, level=0) sending connect to 7 with level=0
[0.000017] 62(name=0, level=0) sending connect to 45 with level=0
[0.000017] 44(name=0, level=0) sending connect to 25 with level=0
[0.000017] 15(name=0, level=0) sending connect to 0 with level=0
[0.000017] 93(name=0, level=0) sending connect to 84 with level=0
[0.000018] 49(name=0, level=0) sending connect to 5 with level=0
[0.000018] 69(name=0, level=0) sending connect to 73 with level=0
[0.000018] 77(name=0, level=0) sending connect to 83 with level=0
[0.000018] 25(name=0, level=0) sending connect to 0 with level=0
[0.000018] 61(name=0, level=0) sending connect to 1 with level=0
[0.000018] 11(name=0, level=0) sending connect to 0 with level=0
[0.000018] 17(name=0, level=0) sending connect to 32 with level=0
[0.000018] 50(name=0, level=0) sending connect to 5 with level=0
[0.000018] 40(name=0, level=0) sending connect to 82 with level=0
[0.000018] 68(name=0, level=0) sending connect to 55 with level=0
[0.000018] 54(name=0, level=0) sending connect to 2 with level=0
[0.000018] 8(name=0, level=0) sending connect to 0 with level=0
[0.000019] 35(name=0, level=0) sending connect to 0 with level=0
[0.000019] 65(name=0, level=0) sending connect to 92 with level=0
[0.000019] 42(name=0, level=0) sending connect to 40 with level=0
[0.000019] 86(name=0, level=0) sending connect to 16 with level=0
[0.000019] 22(name=0, level=0) sending connect to 2 with level=0
[0.000019] 39(name=0, level=0) sending connect to 57 with level=0
[0.000020] 18(name=0, level=0) sending connect to 1 with level=0
[0.000020] 53(name=0, level=0) sending connect to 0 with level=0
[0.000020] 80(name=0, level=0) sending connect to 73 with level=0
[0.000020] 63(name=0, level=0) sending connect to 0 with level=0
[0.000021] 37(name=0, level=0) sending connect to 78 with level=0
[0.000021] 59(name=0, level=0) sending connect to 99 with level=0
[0.000021] 13(name=0, level=0) sending connect to 0 with level=0
[0.000021] 24(name=0, level=0) sending connect to 55 with level=0
[0.000021] 56(name=0, level=0) sending connect to 0 with level=0
[0.000022] 19(name=0, level=0) sending connect to 2 with level=0
[0.000023] 16(name=0, level=0) sending connect to 0 with level=0
[0.000023] 20(name=0, level=0) sending connect to 0 with level=0
[0.000024] 85(name=0, level=0) sending connect to 1 with level=0
[0.000024] 89(name=0, level=0) sending connect to 99 with level=0
[0.000024] 31(name=0 level=0) received test from 20 with level=1 name=5
[0.000025] 48(name=0 level=0) received connect from 57 with level=0
[0.000025] 0(name=0 level=0) received connect from 11 with level=0
[0.000025] 71(name=0 level=0) received connect from 81 with level=0
[0.000025] 95(name=0 level=0) received connect from 72 with level=0
[0.000026] 73(name=0 level=0) received connect from 80 with level=0
[0.000026] 98(name=0 level=0) received connect from 27 with level=0
[0.000027] 84(name=0 level=0) received connect from 33 with level=0
[0.000027] 2(name=0 level=0) received connect from 22 with level=0
[0.000027] 32(name=0 level=0) received connect from 17 with level=0
[0.000028] 71(name=0 level=0) sending initiate to 81 with level=1, name=72, state=1
[0.000028] 95(name=0 level=0) sending initiate to 72 with level=1, name=54, state=1
[0.000028] 31(name=0 level=0) waiting test with q=20 level=1 name=5
[0.000028] 78(name=0 level=0) received connect from 37 with level=0
[0.000029] 92(name=0 level=0) received connect from 70 with level=0
[0.000029] 6(name=0 level=0) received connect from 43 with level=0
[0.000029] 28(name=0 level=0) received connect from 46 with level=0
[0.000029] 48(name=0 level=0) sending initiate to 57 with level=1, name=6, state=1
[0.000029] 62(name=0 level=0) received connect from 45 with level=0
[0.000029] 34(name=0 level=0) received test from 92 with level=1 name=24
[0.000030] 76(name=0 level=0) received connect from 94 with level=0
[0.000030] 0(name=0 level=0) waiting connect q=11 L=0
[0.000030] 99(name=0 level=0) received connect from 89 with level=0
[0.000031] 64(name=0 level=0) received connect from 36 with level=0
[0.000031] 73(name=0 level=0) waiting connect q=80 L=0
[0.000031] 98(name=0 level=0) waiting connect q=27 L=0
[0.000031] 2(name=0 level=0) waiting connect q=22 L=0
[0.000031] 78(name=0 level=0) sending initiate to 37 with level=1, name=77, state=1
[0.000032] 43(name=0, level=0) sending connect to 6 with level=0
[0.000032] 84(name=0 level=0) waiting connect q=33 L=0
[0.000032] 32(name=0 level=0) waiting connect q=17 L=0
[0.000032] 7(name=0 level=0) received connect from 52 with level=0
[0.000032] 93(name=0 level=0) received test from 84 with level=1 name=6
[0.000033] 1(name=0 level=0) received connect from 85 with level=0
[0.000033] 92(name=0 level=0) sending initiate to 70 with level=1, name=24, state=1
[0.000033] 28(name=0 level=0) sending initiate to 46 with level=1, name=71, state=1
[0.000033] 62(name=0 level=0) sending initiate to 45 with level=1, name=9, state=1
[0.000033] 71(name=0 level=0) received connect from 10 with level=0
[0.000033] 31(name=0 level=0) resolving waiting test with q=20 level=1 name=5
[0.000034] 82(name=0 level=0) received connect from 40 with level=0
[0.000034] 6(name=0 level=0) sending initiate to 43 with level=1, name=52, state=1
[0.000034] 76(name=0 level=0) waiting connect q=94 L=0
[0.000034] 5(name=0 level=0) received test from 57 with level=1 name=6
[0.000034] 99(name=0 level=0) sending initiate to 89 with level=1, name=46, state=1
[0.000035] 34(name=0 level=0) waiting test with q=92 level=1 name=24
[0.000036] 2(name=0 level=0) resolving waiting connect with q=22 level=0
[0.000036] 71(name=0 level=0) waiting connect q=10 L=0
[0.000036] 31(name=0 level=0) waiting test with q=20 level=1 name=5
[0.000036] 93(name=0 level=0) waiting test with q=84 level=1 name=6
[0.000037] 64(name=0 level=0) waiting connect q=36 L=0
[0.000037] 98(name=0 level=0) resolving waiting connect with q=27 level=0
[0.000037] 23(name=0 level=0) received test from 58 with level=1 name=5
[0.000038] 84(name=0 level=0) resolving waiting connect with q=33 level=0
[0.000038] 0(name=0 level=0) resolving waiting connect with q=11 level=0
[0.000038] 73(name=0 level=0) resolving waiting connect with q=80 level=0
[0.000038] 5(name=0 level=0) waiting test with q=57 level=1 name=6
[0.000038] 83(name=0 level=0) received connect from 77 with level=0
[0.000038] 7(name=0 level=0) waiting connect q=52 L=0
[0.000039] 82(name=0 level=0) sending initiate to 40 with level=1, name=10, state=1
[0.000039] 76(name=0 level=0) resolving waiting connect with q=94 level=0
[0.000039] 32(name=0 level=0) resolving waiting connect with q=17 level=0
[0.000040] 1(name=0 level=0) waiting connect q=85 L=0
[0.000040] 92(name=0 level=0) received connect from 65 with level=0
[0.000040] 98(name=0 level=0) waiting connect q=27 L=0
[0.000041] 73(name=0 level=0) waiting connect q=80 L=0
[0.000041] 2(name=0 level=0) waiting connect q=22 L=0
[0.000041] 34(name=0 level=0) resolving waiting test with q=92 level=1 name=24
[0.000041] 99(name=0 level=0) received connect from 59 with level=0
[0.000041] 31(name=0 level=0) resolving waiting test with q=20 level=1 name=5
[0.000042] 40(name=0 level=0) received connect from 42 with level=0
[0.000042] 64(name=0 level=0) resolving waiting connect with q=36 level=0
[0.000042] 76(name=0 level=0) waiting connect q=94 L=0
[0.000042] 71(name=0 level=0) resolving waiting connect with q=10 level=0
[0.000042] 23(name=0 level=0) waiting test with q=58 level=1 name=5
[0.000043] 84(name=0 level=0) waiting connect q=33 L=0
[0.000043] 0(name=0 level=0) waiting connect q=11 L=0
[0.000043] 83(name=0 level=0) sending initiate to 77 with level=1, name=35, state=1
[0.000043] 93(name=0 level=0) resolving waiting test with q=84 level=1 name=6
[0.000044] 5(name=0 level=0) resolving waiting test with q=57 level=1 name=6
[0.000044] 32(name=0 level=0) waiting connect q=17 L=0
[0.000044] 7(name=0 level=0) resolving waiting connect with q=52 level=0
[0.000044] 31(name=0 level=0) waiting test with q=20 level=1 name=5
[0.000045] 92(name=0 level=0) waiting connect q=65 L=0
[0.000045] 98(name=0 level=0) received test from 70 with level=1 name=24
[0.000046] 71(name=0 level=0) waiting connect q=10 L=0
[0.000047] 40(name=0 level=0) waiting connect q=42 L=0
[0.000047] 64(name=0 level=0) waiting connect q=36 L=0
[0.000047] 76(name=0 level=0) resolving waiting connect with q=94 level=0
[0.000047] 2(name=0 level=0) received test from 45 with level=1 name=9
[0.000047] 5(name=0 level=0) waiting test with q=57 level=1 name=6
[0.000047] 34(name=0 level=0) waiting test with q=92 level=1 name=24
[0.000047] 99(name=0 level=0) waiting connect q=59 L=0
[0.000048] 73(name=0 level=0) received connect from 69 with level=0
[0.000048] 7(name=0 level=0) waiting connect q=52 L=0
[0.000048] 93(name=0 level=0) waiting test with q=84 level=1 name=6
[0.000049] 1(name=0 level=0) resolving waiting connect with q=85 level=0
[0.000049] 0(name=0 level=0) received connect from 16 with level=0
[0.000049] 98(name=0 level=0) waiting test with q=70 level=1 name=24
[0.000049] 31(name=0 level=0) received initate from 20 with level=1 name=5 state=1
[0.000051] 32(name=0 level=0) resolving waiting connect with q=17 level=0
[0.000052] 76(name=0 level=0) waiting connect q=94 L=0
[0.000052] 84(name=0 level=0) resolving waiting connect with q=33 level=0
[0.000052] 92(name=0 level=0) resolving waiting connect with q=65 level=0
[0.000052] 71(name=0 level=0) resolving waiting connect with q=10 level=0
[0.000052] 31(name=5 level=1) sending test to 2 with level=1 name=5
[0.000053] 0(name=0 level=0) waiting connect q=16 L=0
[0.000053] 73(name=0 level=0) waiting connect q=69 L=0
[0.000053] 98(name=0 level=0) resolving waiting connect with q=27 level=0
[0.000053] 2(name=0 level=0) waiting test with q=45 level=1 name=9
[0.000053] 34(name=0 level=0) resolving waiting test with q=92 level=1 name=24
[0.000054] 5(name=0 level=0) received test from 28 with level=1 name=71
[0.000054] 99(name=0 level=0) resolving waiting connect with q=59 level=0
[0.000055] 1(name=0 level=0) waiting connect q=85 L=0
[0.000055] 40(name=0 level=0) resolving waiting connect with q=42 level=0
[0.000055] 84(name=0 level=0) waiting connect q=33 L=0
[0.000055] 71(name=0 level=0) waiting connect q=10 L=0
[0.000055] 7(name=0 level=0) resolving waiting connect with q=52 level=0
[0.000056] 92(name=0 level=0) waiting connect q=65 L=0
[0.000056] 0(name=0 level=0) resolving waiting connect with q=11 level=0
[0.000056] 98(name=0 level=0) waiting connect q=27 L=0
[0.000056] 32(name=0 level=0) waiting connect q=17 L=0
[0.000056] 93(name=0 level=0) resolving waiting test with q=84 level=1 name=6
[0.000057] 73(name=0 level=0) resolving waiting connect with q=80 level=0
[0.000057] 2(name=0 level=0) resolving waiting connect with q=22 level=0
[0.000057] 23(name=0 level=0) resolving waiting test with q=58 level=1 name=5
[0.000058] 5(name=0 level=0) waiting test with q=28 level=1 name=71
[0.000058] 34(name=0 level=0) waiting test with q=92 level=1 name=24
[0.000059] 71(name=0 level=0) received initate from 81 with level=1 name=72 state=1
[0.000060] 40(name=0 level=0) waiting connect q=42 L=0
[0.000060] 84(name=0 level=0) received test from 48 with level=1 name=6
[0.000060] 2(name=0 level=0) waiting connect q=22 L=0
[0.000060] 99(name=0 level=0) waiting connect q=59 L=0
[0.000060] 31(name=5 level=1) resolving waiting test with q=20 level=1 name=5
[0.000060] 93(name=0 level=0) waiting test with q=84 level=1 name=6
[0.000061] 0(name=0 level=0) waiting connect q=11 L=0
[0.000061] 73(name=0 level=0) waiting connect q=80 L=0
[0.000062] 98(name=0 level=0) resolving waiting test with q=70 level=1 name=24
[0.000062] 5(name=0 level=0) resolving waiting test with q=57 level=1 name=6
[0.000062] 23(name=0 level=0) waiting test with q=58 level=1 name=5
[0.000063] 34(name=0 level=0) received initate from 92 with level=1 name=24 state=1
[0.000063] 71(name=72 level=1) sending test to 2 with level=1 name=72
[0.000063] 31(name=5 level=1) sending reject to q=20 with ds=-1
[0.000064] 2(name=0 level=0) received connect from 19 with level=0
[0.000065] 84(name=0 level=0) waiting test with q=48 level=1 name=6
[0.000065] 98(name=0 level=0) waiting test with q=70 level=1 name=24
[0.000066] 1(name=0 level=0) resolving waiting connect with q=85 level=0
[0.000066] 0(name=0 level=0) received connect from 21 with level=0
[0.000066] 73(name=0 level=0) received connect from 90 with level=0
[0.000066] 5(name=0 level=0) waiting test with q=57 level=1 name=6
[0.000066] 93(name=0 level=0) received initate from 84 with level=1 name=6 state=1
[0.000067] 2(name=0 level=0) waiting connect q=19 L=0
[0.000067] 23(name=0 level=0) resolving waiting test with q=58 level=1 name=5
[0.000068] 34(name=24 level=1) sending test to 2 with level=1 name=24
[0.000069] 2(name=0 level=0) resolving waiting test with q=45 level=1 name=9
[0.000070] 84(name=0 level=0) resolving waiting connect with q=33 level=0
[0.000070] 0(name=0 level=0) waiting connect q=21 L=0
[0.000070] 98(name=0 level=0) received initate from 70 with level=1 name=24 state=1
[0.000070] 23(name=0 level=0) waiting test with q=58 level=1 name=5
[0.000071] 1(name=0 level=0) waiting connect q=85 L=0
[0.000071] 71(name=72 level=1) resolving waiting connect with q=10 level=0
[0.000072] 73(name=0 level=0) sending initiate to 90 with level=1, name=14, state=1
[0.000072] 5(name=0 level=0) received connect from 50 with level=0
[0.000072] 34(name=24 level=1) resolving waiting test with q=92 level=1 name=24
[0.000072] 93(name=6 level=1) sending test to 1 with level=1 name=6
[0.000073] 98(name=24 level=1) sending test to 27 with level=1 name=24
[0.000073] 2(name=0 level=0) waiting test with q=45 level=1 name=9
[0.000074] 84(name=0 level=0) waiting connect q=33 L=0
[0.000075] 0(name=0 level=0) resolving waiting connect with q=16 level=0
[0.000075] 5(name=0 level=0) waiting connect q=50 L=0
[0.000075] 34(name=24 level=1) sending reject to q=92 with ds=-1
[0.000075] 71(name=72 level=1) sending initiate to 10 with level=1, name=72, state=1
[0.000076] 73(name=0 level=0) resolving waiting connect with q=69 level=0
[0.000077] 1(name=0 level=0) received connect from 61 with level=0
[0.000077] 98(name=24 level=1) resolving waiting connect with q=27 level=0
[0.000077] 2(name=0 level=0) received connect from 54 with level=0
[0.000077] 99(name=0 level=0) resolving waiting connect with q=59 level=0
[0.000077] 93(name=6 level=1) resolving waiting test with q=84 level=1 name=6
[0.000080] 84(name=0 level=0) resolving waiting test with q=48 level=1 name=6
[0.000080] 0(name=0 level=0) waiting connect q=16 L=0
[0.000080] 73(name=0 level=0) waiting connect q=69 L=0
[0.000081] 98(name=24 level=1) sending initiate to 27 with level=1, name=24, state=1
[0.000081] 2(name=0 level=0) waiting connect q=54 L=0
[0.000081] 5(name=0 level=0) resolving waiting test with q=28 level=1 name=71
[0.000081] 99(name=0 level=0) waiting connect q=59 L=0
[0.000082] 93(name=6 level=1) sending reject to q=84 with ds=-1
[0.000083] 1(name=0 level=0) waiting connect q=61 L=0
[0.000083] 84(name=0 level=0) waiting test with q=48 level=1 name=6
[0.000085] 2(name=0 level=0) resolving waiting connect with q=22 level=0
[0.000085] 5(name=0 level=0) waiting test with q=28 level=1 name=71
[0.000085] 99(name=0 level=0) received initate from 89 with level=1 name=46 state=1
[0.000086] 0(name=0 level=0) received connect from 35 with level=0
[0.000086] 73(name=0 level=0) resolving waiting connect with q=80 level=0
[0.000088] 84(name=0 level=0) received initate from 48 with level=1 name=6 state=1
[0.000089] 1(name=0 level=0) resolving waiting connect with q=85 level=0
[0.000089] 2(name=0 level=0) waiting connect q=22 L=0
[0.000090] 73(name=0 level=0) waiting connect q=80 L=0
[0.000090] 5(name=0 level=0) received connect from 49 with level=0
[0.000090] 99(name=46 level=1) sending test to 59 with level=1 name=46
[0.000091] 0(name=0 level=0) waiting connect q=35 L=0
[0.000092] 67(name=0, level=0) sending connect to 1 with level=0
[0.000093] 1(name=0 level=0) waiting connect q=85 L=0
[0.000093] 84(name=6 level=1) sending test to 93 with level=1 name=6
[0.000093] 99(name=46 level=1) resolving waiting connect with q=59 level=0
[0.000094] 73(name=0 level=0) received initate from 90 with level=1 name=14 state=1
[0.000095] 0(name=0 level=0) resolving waiting connect with q=11 level=0
[0.000095] 5(name=0 level=0) waiting connect q=49 L=0
[0.000097] 99(name=46 level=1) sending initiate to 59 with level=1, name=46, state=1
[0.000098] 0(name=0 level=0) waiting connect q=11 L=0
[0.000099] 73(name=14 level=1) sending test to 80 with level=1 name=14
[0.000099] 2(name=0 level=0) resolving waiting connect with q=19 level=0
[0.000099] 5(name=0 level=0) resolving waiting test with q=57 level=1 name=6
[0.000100] 84(name=6 level=1) resolving waiting connect with q=33 level=0
[0.000102] 2(name=0 level=0) waiting connect q=19 L=0
[0.000102] 5(name=0 level=0) waiting test with q=57 level=1 name=6
[0.000103] 0(name=0 level=0) received connect from 53 with level=0
[0.000104] 84(name=6 level=1) sending initiate to 33 with level=1, name=6, state=1
[0.000104] 73(name=14 level=1) resolving waiting connect with q=69 level=0
[0.000105] 1(name=0 level=0) resolving waiting connect with q=61 level=0
[0.000107] 2(name=0 level=0) received test from 85 with level=1 name=5
[0.000108] 0(name=0 level=0) waiting connect q=53 L=0
[0.000108] 73(name=14 level=1) sending initiate to 69 with level=1, name=14, state=1
[0.000111] 1(name=0 level=0) waiting connect q=61 L=0
[0.000111] 84(name=6 level=1) resolving waiting test with q=48 level=1 name=6
[0.000111] 2(name=0 level=0) waiting test with q=85 level=1 name=5
[0.000112] 0(name=0 level=0) resolving waiting connect with q=21 level=0
[0.000114] 84(name=6 level=1) sending reject to q=48 with ds=-1
[0.000115] 2(name=0 level=0) resolving waiting test with q=45 level=1 name=9
[0.000116] 1(name=0 level=0) received connect from 67 with level=0
[0.000116] 0(name=0 level=0) waiting connect q=21 L=0
[0.000119] 2(name=0 level=0) waiting test with q=45 level=1 name=9
[0.000121] 1(name=0 level=0) waiting connect q=67 L=0
[0.000122] 0(name=0 level=0) received connect from 75 with level=0
[0.000123] 88(name=0, level=0) sending connect to 0 with level=0
[0.000124] 2(name=0 level=0) resolving waiting connect with q=54 level=0
[0.000127] 1(name=0 level=0) resolving waiting connect with q=85 level=0
[0.000127] 0(name=0 level=0) waiting connect q=75 L=0
[0.000128] 2(name=0 level=0) waiting connect q=54 L=0
[0.000131] 0(name=0 level=0) resolving waiting connect with q=16 level=0
[0.000132] 1(name=0 level=0) waiting connect q=85 L=0
[0.000132] 2(name=0 level=0) received test from 0 with level=1 name=5
[0.000135] 0(name=0 level=0) waiting connect q=16 L=0
[0.000135] 2(name=0 level=0) waiting test with q=0 level=1 name=5
[0.000139] 2(name=0 level=0) resolving waiting connect with q=22 level=0
[0.000141] 0(name=0 level=0) received connect from 13 with level=0
[0.000142] 2(name=0 level=0) waiting connect q=22 L=0
[0.000146] 0(name=0 level=0) waiting connect q=13 L=0
[0.000150] 2(name=0 level=0) resolving waiting connect with q=19 level=0
[0.000152] 0(name=0 level=0) resolving waiting connect with q=35 level=0
[0.000153] 2(name=0 level=0) waiting connect q=19 L=0
[0.000156] 0(name=0 level=0) waiting connect q=35 L=0
[0.000157] 2(name=0 level=0) received test from 18 with level=1 name=5
[0.000161] 2(name=0 level=0) waiting test with q=18 level=1 name=5
[0.000162] 0(name=0 level=0) received connect from 25 with level=0
[0.000163] 62(name=0 level=0) received initate from 45 with level=1 name=9 state=1
[0.000166] 0(name=0 level=0) waiting connect q=25 L=0
[0.000166] 2(name=0 level=0) resolving waiting test with q=85 level=1 name=5
[0.000169] 62(name=9 level=1) sending test to 1 with level=1 name=9
[0.000169] 2(name=0 level=0) waiting test with q=85 level=1 name=5
[0.000172] 0(name=0 level=0) resolving waiting connect with q=11 level=0
[0.000176] 0(name=0 level=0) waiting connect q=11 L=0
[0.000179] 2(name=0 level=0) resolving waiting test with q=45 level=1 name=9
[0.000179] 3(name=0 level=0) received test from 20 with level=1 name=5
[0.000181] 0(name=0 level=0) received connect from 56 with level=0
[0.000182] 2(name=0 level=0) waiting test with q=45 level=1 name=9
[0.000183] 3(name=0 level=0) waiting test with q=20 level=1 name=5
[0.000184] 46(name=0 level=0) received connect from 28 with level=0
[0.000185] 0(name=0 level=0) waiting connect q=56 L=0
[0.000186] 2(name=0 level=0) received test from 21 with level=1 name=5
[0.000189] 2(name=0 level=0) waiting test with q=21 level=1 name=5
[0.000189] 3(name=0 level=0) resolving waiting test with q=20 level=1 name=5
[0.000190] 46(name=0 level=0) sending initiate to 28 with level=1, name=71, state=1
[0.000190] 12(name=0, level=0) sending connect to 1 with level=0
[0.000191] 0(name=0 level=0) resolving waiting connect with q=53 level=0
[0.000193] 2(name=0 level=0) resolving waiting connect with q=54 level=0
[0.000193] 3(name=0 level=0) waiting test with q=20 level=1 name=5
[0.000194] 0(name=0 level=0) waiting connect q=53 L=0
